Timestamp,Key
2025-07-17 20:48:38,[TAB]	
2025-07-17 20:48:38,[TAB]	
2025-07-17 20:48:38,[TAB]	
2025-07-17 20:48:38,[TAB]	
2025-07-17 20:48:39,[TAB]	
2025-07-17 20:48:39,[TAB]	
2025-07-17 20:48:39,[TAB]	
2025-07-17 20:48:39,[TAB]	
2025-07-17 20:48:40,"[ENTER]
"
2025-07-17 20:48:40,"[ENTER]
"
2025-07-17 20:48:41,"[ENTER]
"
2025-07-17 20:48:41,"[ENTER]
"
2025-07-17 20:48:41,"[ENTER]
"
2025-07-17 20:48:42,"[ENTER]
"
2025-07-17 20:48:42,"[ENTER]
"
2025-07-17 20:48:42,f
2025-07-17 20:48:42,j
2025-07-17 20:48:42,a
2025-07-17 20:48:43,l
2025-07-17 20:48:43,d
2025-07-17 20:48:43,o
2025-07-17 20:48:43,e
2025-07-17 20:48:43,o
2025-07-17 20:48:44,o
2025-07-17 20:48:44,g
2025-07-17 20:48:44,t
2025-07-17 20:48:44,g
2025-07-17 20:48:44,p
2025-07-17 20:48:45,g
2025-07-17 20:48:45,j
2025-07-17 20:48:47,[CMD]
2025-07-17 20:48:48,[CMD]
2025-07-17 20:48:49,[CMD]
2025-07-17 20:48:50,4
2025-07-17 20:48:55,[SHIFT]
2025-07-17 20:48:55,#
2025-07-17 20:48:57,[SHIFT]
2025-07-17 20:48:57,$
2025-07-17 20:48:58,4
2025-07-17 20:48:58,[SHIFT]
2025-07-17 20:48:58,$
2025-07-17 20:48:59,[MEDIA_PLAY_PAUSE]
2025-07-17 20:49:00,[MEDIA_VOLUME_DOWN]
2025-07-17 20:49:04,p
2025-07-17 20:49:04,[
2025-07-17 20:49:05,o
2025-07-17 20:49:05,n
2025-07-17 20:49:05,l
2025-07-17 20:49:06,l
2025-07-17 20:49:06,l
2025-07-17 20:49:07,[
2025-07-17 20:49:07,]
2025-07-17 20:49:07,]
2025-07-17 20:49:08,[BACKSPACE]
2025-07-17 20:49:08,[BACKSPACE]
2025-07-17 20:49:10,[BACKSPACE]
2025-07-17 20:49:10,[BACKSPACE]
2025-07-17 20:49:11,m
2025-07-17 20:49:14,`
2025-07-17 20:49:14,`
2025-07-17 20:49:14,`
2025-07-17 20:49:15,`
2025-07-17 20:49:15,[SHIFT]
2025-07-17 20:49:16,~
2025-07-17 20:49:17,[BACKSPACE]
2025-07-17 20:49:17,[BACKSPACE]
2025-07-17 20:49:18,[BACKSPACE]
2025-07-17 20:49:18,[BACKSPACE]
2025-07-17 20:49:18,[BACKSPACE]
2025-07-17 20:49:18,[BACKSPACE]
2025-07-17 20:49:18,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:19,[BACKSPACE]
2025-07-17 20:49:20,[BACKSPACE]
2025-07-17 20:49:20,[BACKSPACE]
2025-07-17 20:49:20,f
2025-07-17 20:49:21,k
2025-07-17 20:49:21,s
2025-07-17 20:49:21,l
2025-07-17 20:49:21,s
2025-07-17 20:49:21,;
2025-07-17 20:49:22,f
2025-07-17 20:49:22,d
2025-07-17 20:49:22,l
2025-07-17 20:49:22,d
2025-07-17 20:49:22,;
2025-07-17 20:49:22,p
2025-07-17 20:49:22,f
2025-07-17 20:49:22,p
2025-07-17 20:49:23,g
2025-07-17 20:49:23,l
2025-07-17 20:49:23,;
2025-07-17 20:49:23,a
2025-07-17 20:49:24,p
2025-07-17 20:49:24,d
2025-07-18 19:03:29,k
2025-07-18 19:03:29,l
2025-07-18 19:03:30,f
2025-07-18 19:03:30,s
2025-07-18 19:03:31,[SPACE] 
2025-07-18 19:03:31,s
2025-07-18 19:03:31,[SPACE] 
2025-07-18 19:03:32,[SPACE] 
2025-07-18 19:03:32,[SPACE] 
2025-07-18 19:03:32,[SPACE] 
2025-07-18 19:03:32,[SPACE] 
2025-07-18 19:03:33,[SPACE] 
2025-07-18 19:03:33,[SPACE] 
2025-07-18 19:03:34,[SPACE] 
2025-07-18 19:03:34,"[ENTER]
"
2025-07-18 19:03:35,"[ENTER]
"
2025-07-18 19:03:35,"[ENTER]
"
2025-07-18 19:03:35,"[ENTER]
"
2025-07-18 19:03:36,[TAB]	
2025-07-18 19:03:36,[TAB]	
2025-07-18 19:03:36,[TAB]	
2025-07-18 19:03:37,[TAB]	
2025-07-18 19:03:37,k
2025-07-18 19:03:37,f
2025-07-18 19:03:37,l
2025-07-18 19:03:37,k
2025-07-18 19:03:37,s
2025-07-18 19:03:37,p
2025-07-18 19:03:38,r
2025-07-18 19:03:38,r
2025-07-18 19:03:38,i
2025-07-18 19:03:38,r
2025-07-18 19:03:38,i
2025-07-18 19:03:38,r
2025-07-18 19:03:38,r
2025-07-18 19:03:38,i
2025-07-18 19:03:39,r
2025-07-18 19:03:39,i
2025-07-18 19:03:39,r
2025-07-18 19:03:39,r
2025-07-18 19:03:39,i
2025-07-18 19:03:39,r
2025-07-18 19:03:39,i
2025-07-18 19:03:39,r
2025-07-18 19:03:39,i
2025-07-18 19:03:40,[CTRL_L]
2025-07-18 19:03:41,[CTRL_L]
2025-07-18 19:03:41,[CTRL_L]
2025-07-18 19:03:42,[CTRL_L]
2025-07-18 19:03:43,[CTRL_L]
2025-07-18 19:03:43,
2025-07-18 19:03:44,[CTRL_L]
2025-07-18 19:03:44,
2025-07-18 19:03:45,[CTRL_L]
2025-07-18 19:03:45,
2025-07-18 19:03:45,[CTRL_L]
2025-07-18 19:03:46,
2025-07-18 19:03:46,[CTRL_L]
2025-07-18 19:03:47,
2025-07-18 19:03:47,[CTRL_L]
2025-07-18 19:03:48,
2025-07-18 19:03:48,u
2025-07-18 19:03:49,u
2025-07-18 19:03:49,u
2025-07-18 19:03:50,u
2025-07-18 19:03:50,w
2025-07-18 19:03:50,i
2025-07-18 19:03:50,w
2025-07-18 19:03:50,o
2025-07-18 19:03:51,r
2025-07-18 19:03:51,p
2025-07-18 19:03:51,p
2025-07-18 19:03:51,p
2025-07-18 19:03:52,d
2025-07-18 19:03:52,p
2025-07-18 19:03:52,d
2025-07-18 19:03:52,f
2025-07-18 19:03:53,f
2025-07-18 19:03:53,f
2025-07-18 19:03:53,f
2025-07-18 19:03:53,d
2025-07-18 19:03:53,g
2025-07-18 19:03:54,g
2025-07-18 19:03:54,f
2025-07-18 19:03:54,f
2025-07-18 19:03:54,g
2025-07-18 19:03:55,g
2025-07-18 19:03:55,g
2025-07-18 19:03:55,g
2025-07-18 19:03:55,g
2025-07-18 19:03:56,g
2025-07-18 19:03:56,g
2025-07-18 19:03:56,g
2025-07-18 19:03:56,g
2025-07-18 19:03:57,j
2025-07-18 19:03:57,a
2025-07-18 19:03:57,i
2025-07-18 19:03:57,e
2025-07-18 19:03:58,o
2025-07-18 19:03:58,s
2025-07-18 19:03:58,d
2025-07-18 19:03:58,s
2025-07-18 19:03:58,d
2025-07-18 19:03:58,s
2025-07-18 19:03:58,j
2025-07-18 19:03:58,d
2025-07-18 19:03:59,j
2025-07-18 19:03:59,f
2025-07-18 19:03:59,o
2025-07-18 19:03:59,s
2025-07-18 19:04:00,","
2025-07-18 19:04:00,a
2025-07-18 19:04:00,l
2025-07-18 19:04:00,a
2025-07-18 19:04:00,p
2025-07-18 19:04:01,p
2025-07-18 19:04:01,f
2025-07-18 19:04:01,j
2025-07-18 19:04:02,a
2025-07-18 19:04:02,z
2025-07-18 19:04:02,m
2025-07-18 19:04:02,a
2025-07-18 19:04:02,l
2025-07-18 19:04:02,d
2025-07-18 19:04:03,;
2025-07-18 19:04:03,c
2025-07-18 19:05:20,d
2025-07-18 19:05:20,k
2025-07-18 19:05:21,d
2025-07-18 19:05:21,s
2025-07-18 19:05:21,l
2025-07-18 19:05:21,d
2025-07-18 19:05:21,l
2025-07-18 19:05:21,d
2025-07-18 19:05:21,m
2025-07-18 19:05:21,s
2025-07-18 19:05:21,s
2025-07-18 19:05:22,d
2025-07-18 19:05:22,p
2025-07-18 19:05:22,s
2025-07-18 19:05:22,d
2025-07-18 19:05:22,m
2025-07-18 19:05:22,d
2025-07-18 19:05:23,p
2025-07-18 19:05:23,[SPACE] 
2025-07-18 19:05:23,[SPACE] 
2025-07-18 19:05:23,[SPACE] 
2025-07-18 19:05:23,[SPACE] 
2025-07-18 19:05:23,[SPACE] 
2025-07-18 19:05:24,[SPACE] 
2025-07-18 19:05:24,[SPACE] 
2025-07-18 19:05:24,[SPACE] 
2025-07-18 19:05:24,k
2025-07-18 19:05:24,d
2025-07-18 19:05:25,x
2025-07-18 19:05:25,d
2025-07-18 19:05:25,p
2025-07-18 19:05:25,f
2025-07-18 19:05:25,d
2025-07-18 19:05:25,g
2025-07-18 19:05:25,f
2025-07-18 19:05:26,p
2025-07-18 19:05:26,s
2025-07-18 19:05:26,p
2025-07-18 19:05:26,s
2025-07-18 19:05:26,p
2025-07-18 19:05:27,w
2025-07-18 19:05:27,p
2025-07-18 19:05:27,r
2025-07-18 19:05:27,r
2025-07-18 19:05:28,4
2025-07-18 19:05:28,4
2025-07-18 19:05:28,4
2025-07-18 19:05:29,5
2025-07-18 19:05:29,5
2025-07-18 19:05:29,5
2025-07-18 19:05:29,5
2025-07-18 19:05:29,5
2025-07-18 19:05:30,8
2025-07-18 19:05:30,9
2025-07-18 19:05:31,[BACKSPACE]
2025-07-18 19:05:31,[BACKSPACE]
2025-07-18 19:05:32,[BACKSPACE]
2025-07-18 19:05:32,[BACKSPACE]
2025-07-18 19:05:32,[BACKSPACE]
2025-07-18 19:05:33,\
2025-07-18 19:05:33,\
2025-07-18 19:05:34,\
2025-07-18 19:05:35,0
2025-07-18 19:05:35,p
2025-07-18 19:05:35,p
2025-07-18 19:05:36,f
2025-07-18 19:05:37,[HOME]
2025-07-18 19:05:37,[HOME]
2025-07-18 19:05:38,[LEFT]
2025-07-18 19:05:39,[LEFT]
2025-07-18 19:05:42,[RIGHT]
2025-07-18 19:05:42,[RIGHT]
2025-07-18 19:05:43,[RIGHT]
2025-07-18 19:05:44,[PAGE_UP]
2025-07-18 19:05:45,[UP]
2025-07-18 19:05:47,[UP]
2025-07-18 19:05:47,[UP]
2025-07-18 19:05:47,[DOWN]
2025-07-18 19:05:48,[DOWN]
2025-07-18 19:05:49,[LEFT]
2025-07-18 19:05:49,[LEFT]
2025-07-18 19:05:49,[RIGHT]
2025-07-18 19:05:50,[RIGHT]
2025-07-18 19:05:51,[ALT_GR]
2025-07-18 19:05:52,[CTRL_R]
2025-07-18 19:05:53,[LEFT]
2025-07-18 19:05:55,[END]
2025-07-18 19:05:55,[DOWN]
2025-07-18 19:05:56,[INSERT]
2025-07-18 19:05:57,[INSERT]
2025-07-18 19:05:58,+
2025-07-18 19:05:59,-
2025-07-18 19:06:00,[END]
2025-07-18 19:06:01,[HOME]
2025-07-18 19:06:03,[PAGE_DOWN]
2025-07-18 19:06:03,[PAGE_UP]
2025-07-18 19:06:04,"[ENTER]
"
2025-07-18 19:06:05,"[ENTER]
"
2025-07-18 19:06:05,"[ENTER]
"
2025-07-18 19:06:06,"[ENTER]
"
2025-07-18 19:06:06,"[ENTER]
"
2025-07-18 19:06:07,"[ENTER]
"
2025-07-18 19:06:08,"[ENTER]
"
2025-07-18 19:06:08,"[ENTER]
"
2025-07-18 19:06:09,[CAPS_LOCK]
2025-07-18 19:06:10,[CAPS_LOCK]
2025-07-18 19:06:11,[CAPS_LOCK]
2025-07-18 19:06:11,[CAPS_LOCK]
2025-07-18 19:06:12,[TAB]	
2025-07-18 19:06:13,[TAB]	
2025-07-18 19:06:15,`
2025-07-18 19:06:15,`
2025-07-18 19:06:16,`
2025-07-18 19:06:17,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,[SHIFT]
2025-07-18 19:06:18,~
2025-07-18 19:06:19,[SHIFT]
2025-07-18 19:06:19,~
2025-07-18 19:06:20,[SHIFT]
2025-07-18 19:06:20,~
2025-07-18 19:06:21,[SHIFT]
2025-07-18 19:06:21,!
2025-07-18 19:06:22,[SHIFT]
2025-07-18 19:06:22,@
2025-07-18 19:06:23,[SHIFT]
2025-07-18 19:06:23,#
2025-07-18 19:06:24,[SHIFT]
2025-07-18 19:06:24,$
2025-07-18 19:06:25,[SHIFT]
2025-07-18 19:06:25,%
2025-07-18 19:06:27,[SHIFT]
2025-07-18 19:06:27,^
2025-07-18 19:06:28,[SHIFT]
2025-07-18 19:06:28,&
2025-07-18 19:06:28,[SHIFT]
2025-07-18 19:06:29,*
2025-07-18 19:06:29,[SHIFT]
2025-07-18 19:06:29,(
2025-07-18 19:06:30,[SHIFT]
2025-07-18 19:06:30,)
2025-07-18 19:06:31,[SHIFT]
2025-07-18 19:06:32,_
2025-07-18 19:06:33,[DELETE]
2025-07-18 19:06:33,[DELETE]
2025-07-18 19:06:34,[DELETE]
2025-07-18 19:06:34,[INSERT]
2025-07-18 19:06:35,[INSERT]
2025-07-18 19:06:44,[CMD]
2025-07-18 19:06:44,p
2025-07-18 19:06:46,[CMD]
2025-07-18 19:06:49,[MEDIA_NEXT]
2025-07-18 19:06:50,[MEDIA_PLAY_PAUSE]
2025-07-18 19:06:53,[MEDIA_PREVIOUS]
2025-07-18 19:06:54,[MEDIA_VOLUME_UP]
2025-07-18 19:06:55,[MEDIA_VOLUME_DOWN]
2025-07-18 19:06:56,[MEDIA_VOLUME_MUTE]
2025-07-18 19:06:57,[MEDIA_VOLUME_DOWN]
2025-07-18 19:06:58,[MEDIA_PLAY_PAUSE]
2025-07-18 19:07:00,[MEDIA_VOLUME_UP]
2025-07-18 19:07:01,[ESC]
2025-07-18 19:07:06,[PAGE_UP]
2025-07-18 19:07:06,[PAGE_DOWN]
2025-07-18 19:07:07,[HOME]
2025-07-18 19:07:08,[PRINT_SCREEN]
2025-07-27 15:54:54,k
2025-07-27 15:54:54,l
2025-07-27 15:54:54,d
2025-07-27 15:54:55,l
2025-07-27 15:54:55,a
2025-07-27 15:54:58,[SPACE] 
2025-07-27 15:54:58,[SPACE] 
2025-07-27 15:54:59,[SPACE] 
2025-07-27 15:54:59,[SPACE] 
2025-07-27 15:54:59,[SPACE] 
2025-07-27 15:54:59,[SPACE] 
2025-07-27 15:55:00,i
2025-07-27 15:55:00,o
2025-07-27 15:55:00,o
2025-07-27 15:55:00,l
2025-07-27 15:55:01,r
2025-07-27 15:55:02,t
2025-07-27 15:55:02,t
2025-07-27 15:55:02,k
2025-07-27 15:55:02,a
2025-07-27 15:55:02,l
2025-07-27 15:55:04,f
2025-07-27 15:55:05,f
2025-07-27 15:55:05,f
2025-07-27 15:55:06,f
2025-07-27 15:55:07,e
2025-07-27 15:55:07,r
2025-07-27 15:55:08,u
2025-07-27 15:55:08,o
2025-07-27 15:55:08,p
2025-07-27 15:55:09,w
2025-07-27 15:55:09,r
2025-07-27 15:55:09,i
2025-07-27 15:55:10,w
2025-07-27 15:55:10,l
2025-07-27 15:55:10,w
2025-07-27 15:55:10,o
2025-07-27 15:55:11,e
2025-07-27 15:55:11,o
2025-07-27 15:55:11,f
2025-07-27 15:55:12,i
2025-07-27 15:55:12,z
2025-07-27 15:55:12,l
2025-07-27 15:55:12,c
2025-07-27 15:55:12,d
2025-07-30 00:37:52,k
2025-07-30 00:37:53,l
2025-07-30 00:37:53,l
2025-07-30 00:37:54,s
2025-07-30 00:37:54,s
2025-07-30 00:37:55,d
2025-07-30 00:37:55,d
2025-07-30 00:37:56,i
2025-07-30 00:37:56,o
2025-07-30 00:37:56,p
2025-07-30 00:37:57,l
2025-07-30 00:37:57,s
2025-07-30 00:37:57,s
2025-07-30 00:37:58,l
2025-07-30 00:37:58,d
2025-07-30 00:37:58,;
2025-07-30 00:37:58,;
2025-07-30 00:37:58,a
2025-07-30 00:37:59,d
2025-07-30 00:37:59,l
2025-07-30 00:37:59,l
2025-07-30 00:38:00,l
2025-07-30 00:38:00,p
2025-07-30 00:38:00,p
2025-07-30 00:38:01,o
2025-07-30 00:38:01,o
2025-07-30 00:38:01,r
2025-07-30 00:38:01,r
2025-07-30 00:38:02,p
2025-07-30 00:38:02,p
2025-07-30 00:38:02,s
2025-07-30 00:38:03,c
2025-07-30 00:38:03,k
2025-07-30 00:38:03,a
2025-07-30 00:38:03,l
2025-07-30 00:38:03,s
2025-07-30 00:38:03,l
2025-07-30 00:38:04,d
2025-07-30 00:38:04,l
2025-07-30 00:38:04,r
2025-07-30 00:38:05,4
2025-07-30 00:38:05,5
2025-07-30 00:38:06,0
2025-07-30 00:38:06,0
2025-07-30 00:38:07,-
2025-07-30 00:38:07,-
2025-07-30 00:38:08,=
2025-07-30 00:38:08,=
2025-07-30 00:38:09,[CTRL_L]
2025-07-30 00:38:10,[CTRL_L]
2025-07-30 00:38:10,
2025-07-30 00:38:12,[CTRL_L]
2025-07-30 00:38:12,
2025-07-30 00:38:13,[CTRL_L]
2025-07-30 00:38:14,
2025-07-30 00:38:14,[CTRL_L]
2025-07-30 00:38:15,
2025-07-30 00:38:15,[SHIFT]
2025-07-30 00:38:16,S
2025-07-30 00:38:17,[CTRL_L]
2025-07-30 00:38:18,
2025-07-30 00:38:18,[CTRL_L]
2025-07-30 00:38:19,
2025-07-30 00:38:19,[CTRL_L]
2025-07-30 00:38:19,
2025-07-30 00:38:20,[CTRL_L]
2025-07-30 00:38:21,
2025-07-30 00:38:21,[CTRL_L]
2025-07-30 00:38:22,
2025-07-30 00:38:22,[CTRL_L]
2025-07-30 00:38:23,
2025-07-30 00:38:24,y
2025-07-30 00:38:24,i
2025-07-30 00:38:24,n
2025-07-30 00:38:25,n
2025-07-30 00:38:25,k
2025-07-30 00:38:25,k
2025-07-30 00:38:26,x
2025-07-30 00:38:26,k
2025-07-30 00:38:26,x
2025-07-30 00:38:27,l
2025-07-30 00:38:27,c
2025-07-30 00:38:27,l
2025-07-30 00:38:27,l
2025-07-30 00:38:27,c
2025-07-30 00:38:27,s
2025-07-30 00:38:28,d
2025-07-30 00:38:28,s
2025-07-30 00:38:28,l
2025-07-30 00:38:28,d
2025-07-30 00:38:28,l
2025-07-30 00:38:28,f
2025-07-30 00:38:28,d
2025-07-30 00:38:28,d
